,Date,State/UnionTerritory,Cured,Deaths,Confirmed,TotalSamples,Negative,Positive
1675,2020-01-30,Kerala,0,0,1,0.0,0,0.0
2716,2020-01-31,Kerala,0,0,1,0.0,0,0.0
1556,2020-02-01,Kerala,0,0,2,0.0,0,0.0
2636,2020-02-02,Kerala,0,0,3,0.0,0,0.0
3205,2020-02-03,Kerala,0,0,3,0.0,0,0.0
2958,2020-02-04,Kerala,0,0,3,0.0,0,0.0
769,2020-02-05,Kerala,0,0,3,0.0,0,0.0
2403,2020-02-06,Kerala,0,0,3,0.0,0,0.0
3776,2020-02-07,Kerala,0,0,3,0.0,0,0.0
2861,2020-02-08,Kerala,0,0,3,0.0,0,0.0
1760,2020-02-09,Kerala,0,0,3,0.0,0,0.0
2551,2020-02-10,Kerala,0,0,3,0.0,0,0.0
4054,2020-02-11,Kerala,0,0,3,0.0,0,0.0
1137,2020-02-12,Kerala,0,0,3,0.0,0,0.0
4125,2020-02-13,Kerala,0,0,3,0.0,0,0.0
3118,2020-02-14,Kerala,0,0,3,0.0,0,0.0
2718,2020-02-15,Kerala,0,0,3,0.0,0,0.0
3904,2020-02-16,Kerala,0,0,3,0.0,0,0.0
559,2020-02-17,Kerala,0,0,3,0.0,0,0.0
1457,2020-02-18,Kerala,0,0,3,0.0,0,0.0
1987,2020-02-19,Kerala,0,0,3,0.0,0,0.0
1335,2020-02-20,Kerala,0,0,3,0.0,0,0.0
2879,2020-02-21,Kerala,0,0,3,0.0,0,0.0
2883,2020-02-22,Kerala,0,0,3,0.0,0,0.0
3628,2020-02-23,Kerala,0,0,3,0.0,0,0.0
4362,2020-02-24,Kerala,0,0,3,0.0,0,0.0
1229,2020-02-25,Kerala,0,0,3,0.0,0,0.0
4389,2020-02-26,Kerala,0,0,3,0.0,0,0.0
1080,2020-02-27,Kerala,0,0,3,0.0,0,0.0
816,2020-02-28,Kerala,0,0,3,0.0,0,0.0
245,2020-02-29,Kerala,0,0,3,0.0,0,0.0
4032,2020-03-01,Kerala,0,0,3,0.0,0,0.0
4013,2020-03-02,Telengana,0,0,1,0.0,0,0.0
4096,2020-03-02,Delhi,0,0,1,0.0,0,0.0
692,2020-03-02,Kerala,0,0,3,0.0,0,0.0
1386,2020-03-03,Delhi,0,0,1,0.0,0,0.0
4011,2020-03-03,Rajasthan,0,0,1,0.0,0,0.0
338,2020-03-03,Telengana,0,0,1,0.0,0,0.0
2773,2020-03-03,Kerala,3,0,3,0.0,0,0.0
425,2020-03-04,Rajasthan,0,0,15,0.0,0,0.0
2291,2020-03-04,Delhi,0,0,1,0.0,0,0.0
1955,2020-03-04,Telengana,0,0,1,0.0,0,0.0
3256,2020-03-04,Uttar Pradesh,0,0,6,0.0,0,0.0
3992,2020-03-04,Haryana,0,0,2,0.0,0,0.0
2004,2020-03-04,Kerala,3,0,3,0.0,0,0.0
1528,2020-03-05,Uttar Pradesh,0,0,7,0.0,0,0.0
2073,2020-03-05,Telengana,0,0,1,0.0,0,0.0
920,2020-03-05,Delhi,0,0,2,0.0,0,0.0
3243,2020-03-05,Rajasthan,0,0,15,0.0,0,0.0
2052,2020-03-05,Haryana,0,0,2,0.0,0,0.0
1841,2020-03-05,Kerala,3,0,3,0.0,0,0.0
987,2020-03-06,Delhi,0,0,3,0.0,0,0.0
1388,2020-03-06,Rajasthan,0,0,15,0.0,0,0.0
2457,2020-03-06,Telengana,0,0,1,0.0,0,0.0
494,2020-03-06,Uttar Pradesh,0,0,7,0.0,0,0.0
817,2020-03-06,Kerala,3,0,3,0.0,0,0.0
3123,2020-03-06,Haryana,0,0,2,0.0,0,0.0
2589,2020-03-07,Ladakh,0,0,2,0.0,0,0.0
1999,2020-03-07,Kerala,3,0,3,0.0,0,0.0
3024,2020-03-07,Rajasthan,0,0,15,0.0,0,0.0
3691,2020-03-07,Uttar Pradesh,0,0,7,0.0,0,0.0
2539,2020-03-07,Telengana,0,0,1,0.0,0,0.0
4424,2020-03-07,Haryana,0,0,2,0.0,0,0.0
3989,2020-03-07,Tamil Nadu,0,0,1,0.0,0,0.0
1109,2020-03-07,Delhi,0,0,3,0.0,0,0.0
442,2020-03-08,Ladakh,0,0,2,0.0,0,0.0
3906,2020-03-08,Kerala,3,0,8,0.0,0,0.0
1417,2020-03-08,Rajasthan,0,0,15,0.0,0,0.0
346,2020-03-08,Tamil Nadu,0,0,1,0.0,0,0.0
285,2020-03-08,Haryana,0,0,2,0.0,0,0.0
771,2020-03-08,Delhi,0,0,3,0.0,0,0.0
419,2020-03-08,Telengana,0,0,1,0.0,0,0.0
3414,2020-03-08,Uttar Pradesh,0,0,7,0.0,0,0.0
244,2020-03-09,Telengana,0,0,1,0.0,0,0.0
2540,2020-03-09,Karnataka,0,0,1,0.0,0,0.0
2858,2020-03-09,Maharashtra,0,0,2,0.0,0,0.0
2571,2020-03-09,Haryana,0,0,2,0.0,0,0.0
3609,2020-03-09,Ladakh,0,0,2,0.0,0,0.0
135,2020-03-09,Rajasthan,0,0,15,0.0,0,0.0
1658,2020-03-09,Kerala,3,0,9,0.0,0,0.0
2014,2020-03-09,Delhi,0,0,4,0.0,0,0.0
2639,2020-03-09,Tamil Nadu,0,0,1,0.0,0,0.0
1051,2020-03-09,Punjab,0,0,1,0.0,0,0.0
4140,2020-03-09,Uttar Pradesh,0,0,7,0.0,0,0.0
1204,2020-03-09,Jammu and Kashmir,0,0,1,0.0,0,0.0
4398,2020-03-10,Karnataka,0,0,4,0.0,0,0.0
2907,2020-03-10,Maharashtra,0,0,5,0.0,0,0.0
2345,2020-03-10,Jammu and Kashmir,0,0,1,0.0,0,0.0
2325,2020-03-10,Punjab,0,0,1,0.0,0,0.0
4268,2020-03-10,Kerala,3,0,15,0.0,0,0.0
67,2020-03-10,Haryana,0,0,2,0.0,0,0.0
3041,2020-03-10,Delhi,0,0,4,0.0,0,0.0
3968,2020-03-10,Ladakh,0,0,2,0.0,0,0.0
3977,2020-03-10,Telengana,0,0,1,0.0,0,0.0
2734,2020-03-10,Uttar Pradesh,0,0,7,0.0,0,0.0
3195,2020-03-10,Tamil Nadu,0,0,1,0.0,0,0.0
1829,2020-03-10,Rajasthan,0,0,15,0.0,0,0.0
2823,2020-03-11,Telengana,0,0,1,0.0,0,0.0
3576,2020-03-11,Rajasthan,0,0,3,0.0,0,0.0
1187,2020-03-11,Jammu and Kashmir,0,0,1,0.0,0,0.0
3097,2020-03-11,Maharashtra,0,0,2,0.0,0,0.0
421,2020-03-11,Haryana,0,0,14,0.0,0,0.0
698,2020-03-11,Karnataka,0,0,4,0.0,0,0.0
3600,2020-03-11,Delhi,0,0,5,0.0,0,0.0
934,2020-03-11,Tamil Nadu,0,0,1,0.0,0,0.0
3322,2020-03-11,Punjab,0,0,1,0.0,0,0.0
4259,2020-03-11,Uttar Pradesh,0,0,9,0.0,0,0.0
0,2020-03-11,Ladakh,0,0,2,0.0,0,0.0
1300,2020-03-11,Kerala,3,0,17,0.0,0,0.0
4368,2020-03-12,Jammu and Kashmir,0,0,1,0.0,0,0.0
3104,2020-03-12,Punjab,0,0,1,0.0,0,0.0
3936,2020-03-12,Tamil Nadu,0,0,1,0.0,0,0.0
3722,2020-03-12,Rajasthan,0,0,3,0.0,0,0.0
868,2020-03-12,Maharashtra,0,0,11,0.0,0,0.0
1909,2020-03-12,Andhra Pradesh,0,0,1,0.0,0,0.0
230,2020-03-12,Uttar Pradesh,0,0,11,0.0,0,0.0
3916,2020-03-12,Haryana,0,0,14,0.0,0,0.0
3527,2020-03-12,Karnataka,0,0,4,0.0,0,0.0
2221,2020-03-12,Telengana,0,0,1,0.0,0,0.0
65,2020-03-12,Ladakh,0,0,3,0.0,0,0.0
2690,2020-03-12,Kerala,3,0,17,0.0,0,0.0
4012,2020-03-12,Delhi,0,0,6,0.0,0,0.0
251,2020-03-13,Tamil Nadu,0,0,1,0.0,0,0.0
3798,2020-03-13,Punjab,0,0,1,0.0,0,0.0
3109,2020-03-13,Ladakh,0,0,3,0.0,0,0.0
1045,2020-03-13,Maharashtra,0,0,14,0.0,0,0.0
1558,2020-03-13,Telengana,0,0,1,0.0,0,0.0
3180,2020-03-13,Kerala,3,0,19,0.0,0,0.0
2618,2020-03-13,Jammu and Kashmir,0,0,1,0.0,0,0.0
1950,2020-03-13,Haryana,0,0,14,0.0,0,0.0
105,2020-03-13,Karnataka,0,1,6,0.0,0,0.0
359,2020-03-13,Uttar Pradesh,0,0,11,0.0,0,0.0
114,2020-03-13,Rajasthan,0,0,3,0.0,0,0.0
3521,2020-03-13,Delhi,0,0,6,0.0,0,0.0
686,2020-03-13,Andhra Pradesh,0,0,1,0.0,0,0.0
3319,2020-03-14,Kerala,3,0,19,0.0,0,0.0
2246,2020-03-14,Maharashtra,0,0,14,0.0,0,0.0
3667,2020-03-14,Delhi,1,1,7,0.0,0,0.0
2299,2020-03-14,Ladakh,0,0,3,0.0,0,0.0
217,2020-03-14,Punjab,0,0,1,0.0,0,0.0
1572,2020-03-14,Tamil Nadu,0,0,1,0.0,0,0.0
4111,2020-03-14,Telengana,0,0,1,0.0,0,0.0
351,2020-03-14,Uttar Pradesh,5,0,12,0.0,0,0.0
3221,2020-03-14,Haryana,0,0,14,0.0,0,0.0
1375,2020-03-14,Jammu and Kashmir,0,0,2,0.0,0,0.0
2872,2020-03-14,Andhra Pradesh,0,0,1,0.0,0,0.0
1437,2020-03-14,Karnataka,0,1,6,0.0,0,0.0
4442,2020-03-14,Rajasthan,1,0,3,0.0,0,0.0
2886,2020-03-15,Punjab,0,0,1,0.0,0,0.0
3008,2020-03-15,Jammu and Kashmir,0,0,2,0.0,0,0.0
1486,2020-03-15,Haryana,0,0,14,0.0,0,0.0
4263,2020-03-15,Andhra Pradesh,0,0,1,0.0,0,0.0
357,2020-03-15,Maharashtra,0,0,32,0.0,0,0.0
1641,2020-03-15,Rajasthan,3,0,4,0.0,0,0.0
1533,2020-03-15,Uttarakhand,0,0,1,0.0,0,0.0
4496,2020-03-15,Ladakh,0,0,3,0.0,0,0.0
2701,2020-03-15,Karnataka,0,1,6,0.0,0,0.0
3991,2020-03-15,Tamil Nadu,0,0,1,0.0,0,0.0
4589,2020-03-15,Delhi,2,1,7,0.0,0,0.0
864,2020-03-15,Telengana,1,0,3,0.0,0,0.0
1077,2020-03-15,Kerala,3,0,22,0.0,0,0.0
894,2020-03-15,Uttar Pradesh,4,0,13,0.0,0,0.0
4395,2020-03-16,Odisha,0,0,1,0.0,0,0.0
2962,2020-03-16,Andhra Pradesh,0,0,1,0.0,0,0.0
2912,2020-03-16,Delhi,2,1,7,0.0,0,0.0
231,2020-03-16,Jammu and Kashmir,0,0,3,0.0,0,0.0
3933,2020-03-16,Ladakh,0,0,4,0.0,0,0.0
2338,2020-03-16,Uttarakhand,0,0,1,0.0,0,0.0
4509,2020-03-16,Uttar Pradesh,4,0,13,0.0,0,0.0
1380,2020-03-16,Rajasthan,3,0,4,0.0,0,0.0
1058,2020-03-16,Maharashtra,0,0,32,0.0,0,0.0
2009,2020-03-16,Haryana,0,0,14,0.0,0,0.0
2226,2020-03-16,Tamil Nadu,0,0,1,0.0,0,0.0
1029,2020-03-16,Punjab,0,0,1,0.0,0,0.0
1061,2020-03-16,Kerala,3,0,23,0.0,0,0.0
1977,2020-03-16,Karnataka,0,1,6,0.0,0,0.0
3264,2020-03-16,Telengana,1,0,3,0.0,0,0.0
199,2020-03-17,Odisha,0,0,1,0.0,0,0.0
483,2020-03-17,Tamil Nadu,0,0,1,0.0,0,0.0
126,2020-03-17,Ladakh,0,0,6,0.0,0,0.0
1739,2020-03-17,Kerala,3,0,26,0.0,0,0.0
2715,2020-03-17,Maharashtra,0,1,39,0.0,0,0.0
464,2020-03-17,Punjab,0,0,1,0.0,0,0.0
3559,2020-03-17,Rajasthan,3,0,4,0.0,0,0.0
1961,2020-03-17,Delhi,2,1,8,0.0,0,0.0
2570,2020-03-17,Andhra Pradesh,0,0,1,0.0,0,0.0
1930,2020-03-17,Uttar Pradesh,5,0,15,0.0,0,0.0
1704,2020-03-17,Karnataka,0,1,11,0.0,0,0.0
3185,2020-03-17,Haryana,0,0,15,0.0,0,0.0
365,2020-03-17,Jammu and Kashmir,0,0,3,0.0,0,0.0
2077,2020-03-17,Uttarakhand,0,0,1,0.0,0,0.0
2952,2020-03-17,Telengana,1,0,5,0.0,0,0.0
47,2020-03-18,Delhi,2,1,10,0.0,0,0.0
1705,2020-03-18,Haryana,0,0,17,0.0,0,0.0
2095,2020-03-18,Maharashtra,0,1,42,0.0,0,0.0
1737,2020-03-18,West Bengal,0,0,1,0.0,0,0.0
609,2020-03-18,Uttarakhand,0,0,1,0.0,0,0.0
613,2020-03-18,Andhra Pradesh,0,0,1,0.0,0,0.0
1123,2020-03-18,Punjab,0,0,1,0.0,0,0.0
127,2020-03-18,Karnataka,0,1,11,0.0,0,0.0
869,2020-03-18,Jammu and Kashmir,0,0,3,0.0,0,0.0
2944,2020-03-18,Uttar Pradesh,5,0,16,0.0,0,0.0
2241,2020-03-18,Tamil Nadu,0,0,1,0.0,0,0.0
418,2020-03-18,Kerala,3,0,27,0.0,0,0.0
2941,2020-03-18,Puducherry,0,0,1,0.0,0,0.0
3316,2020-03-18,Odisha,0,0,1,0.0,0,0.0
1966,2020-03-18,Telengana,1,0,6,0.0,0,0.0
2044,2020-03-18,Rajasthan,3,0,4,0.0,0,0.0
3408,2020-03-18,Ladakh,0,0,8,0.0,0,0.0
1720,2020-03-19,Kerala,3,0,27,0.0,0,0.0
2625,2020-03-19,Karnataka,0,1,14,0.0,0,0.0
2463,2020-03-19,Chandigarh,0,0,1,0.0,0,0.0
901,2020-03-19,Puducherry,0,0,1,0.0,0,0.0
1256,2020-03-19,Punjab,0,1,2,0.0,0,0.0
1285,2020-03-19,Andhra Pradesh,0,0,2,0.0,0,0.0
2526,2020-03-19,Uttar Pradesh,9,0,19,0.0,0,0.0
1885,2020-03-19,Delhi,3,1,12,0.0,0,0.0
1050,2020-03-19,Ladakh,0,0,8,0.0,0,0.0
915,2020-03-19,Rajasthan,3,0,7,0.0,0,0.0
2461,2020-03-19,Telengana,1,0,6,0.0,0,0.0
3815,2020-03-19,Maharashtra,0,1,47,0.0,0,0.0
2812,2020-03-19,West Bengal,0,0,1,0.0,0,0.0
2691,2020-03-19,Odisha,0,0,1,0.0,0,0.0
3648,2020-03-19,Uttarakhand,0,0,1,0.0,0,0.0
4092,2020-03-19,Haryana,0,0,17,0.0,0,0.0
4009,2020-03-19,Chhattisgarh,0,0,1,0.0,0,0.0
4020,2020-03-19,Jammu and Kashmir,0,0,4,0.0,0,0.0
2751,2020-03-19,Tamil Nadu,1,0,2,0.0,0,0.0
289,2020-03-20,Punjab,0,1,2,0.0,0,0.0
3697,2020-03-20,Maharashtra,0,1,52,0.0,0,0.0
1157,2020-03-20,Jammu and Kashmir,0,0,4,0.0,0,0.0
3801,2020-03-20,Tamil Nadu,1,0,3,0.0,0,0.0
2918,2020-03-20,Odisha,0,0,2,0.0,0,0.0
185,2020-03-20,Karnataka,1,1,15,0.0,0,0.0
1394,2020-03-20,Uttarakhand,0,0,3,0.0,0,0.0
1072,2020-03-20,Telengana,1,0,17,0.0,0,0.0
1032,2020-03-20,Chhattisgarh,0,0,1,0.0,0,0.0
4163,2020-03-20,West Bengal,0,0,2,0.0,0,0.0
2559,2020-03-20,Puducherry,0,0,1,0.0,0,0.0
294,2020-03-20,Andhra Pradesh,0,0,3,0.0,0,0.0
1964,2020-03-20,Uttar Pradesh,9,0,23,0.0,0,0.0
2629,2020-03-20,Gujarat,0,0,5,0.0,0,0.0
657,2020-03-20,Haryana,0,0,17,0.0,0,0.0
770,2020-03-20,Rajasthan,3,0,17,0.0,0,0.0
3804,2020-03-20,Chandigarh,0,0,1,0.0,0,0.0
4333,2020-03-20,Kerala,3,0,28,0.0,0,0.0
1836,2020-03-20,Delhi,5,1,17,0.0,0,0.0
2197,2020-03-20,Ladakh,0,0,10,0.0,0,0.0
1551,2020-03-21,Uttar Pradesh,9,0,24,0.0,0,0.0
2923,2020-03-21,Uttarakhand,0,0,3,0.0,0,0.0
1757,2020-03-21,Andhra Pradesh,0,0,3,0.0,0,0.0
2147,2020-03-21,Telengana,1,0,21,0.0,0,0.0
360,2020-03-21,Ladakh,0,0,13,0.0,0,0.0
2209,2020-03-21,Kerala,3,0,40,0.0,0,0.0
363,2020-03-21,West Bengal,0,0,3,0.0,0,0.0
1813,2020-03-21,Punjab,0,1,13,0.0,0,0.0
3286,2020-03-21,Karnataka,1,1,15,0.0,0,0.0
2652,2020-03-21,Chandigarh,0,0,1,0.0,0,0.0
2904,2020-03-21,Rajasthan,3,0,17,0.0,0,0.0
523,2020-03-21,Odisha,0,0,2,0.0,0,0.0
651,2020-03-21,Gujarat,0,0,7,0.0,0,0.0
710,2020-03-21,Haryana,0,0,17,0.0,0,0.0
2778,2020-03-21,Himachal Pradesh,0,0,2,0.0,0,0.0
446,2020-03-21,Puducherry,0,0,1,0.0,0,0.0
31,2020-03-21,Maharashtra,0,1,63,0.0,0,0.0
420,2020-03-21,Chhattisgarh,0,0,1,0.0,0,0.0
1412,2020-03-21,Jammu and Kashmir,0,0,4,0.0,0,0.0
416,2020-03-21,Madhya Pradesh,0,0,4,0.0,0,0.0
3009,2020-03-21,Delhi,5,1,26,0.0,0,0.0
1208,2020-03-21,Tamil Nadu,1,0,3,0.0,0,0.0
3071,2020-03-22,West Bengal,0,0,4,0.0,0,0.0
2025,2020-03-22,Bihar,0,1,2,0.0,0,0.0
3169,2020-03-22,Jammu and Kashmir,0,0,4,0.0,0,0.0
1261,2020-03-22,Uttarakhand,0,0,3,0.0,0,0.0
737,2020-03-22,Chhattisgarh,0,0,1,0.0,0,0.0
785,2020-03-22,Kerala,3,0,52,0.0,0,0.0
1928,2020-03-22,Ladakh,0,0,13,0.0,0,0.0
1167,2020-03-22,Himachal Pradesh,0,0,2,0.0,0,0.0
3427,2020-03-22,Andhra Pradesh,0,0,5,0.0,0,0.0
2657,2020-03-22,Maharashtra,0,2,67,0.0,0,0.0
1462,2020-03-22,Uttar Pradesh,9,0,27,0.0,0,0.0
1785,2020-03-22,Punjab,0,1,21,0.0,0,0.0
1761,2020-03-22,Tamil Nadu,1,0,7,0.0,0,0.0
404,2020-03-22,Chandigarh,0,0,5,0.0,0,0.0
3613,2020-03-22,Karnataka,2,1,26,0.0,0,0.0
1654,2020-03-22,Rajasthan,3,0,24,0.0,0,0.0
908,2020-03-22,Puducherry,0,0,1,0.0,0,0.0
3762,2020-03-22,Telengana,1,0,22,0.0,0,0.0
498,2020-03-22,Madhya Pradesh,0,0,4,0.0,0,0.0
2266,2020-03-22,Odisha,0,0,2,0.0,0,0.0
227,2020-03-22,Haryana,0,0,21,0.0,0,0.0
222,2020-03-22,Delhi,5,1,29,0.0,0,0.0
2179,2020-03-22,Gujarat,0,1,18,0.0,0,0.0
100,2020-03-23,Maharashtra,0,2,74,0.0,0,0.0
2786,2020-03-23,Puducherry,0,0,1,0.0,0,0.0
1754,2020-03-23,Chhattisgarh,0,0,1,0.0,0,0.0
933,2020-03-23,Jammu and Kashmir,0,0,4,0.0,0,0.0
4117,2020-03-23,Uttar Pradesh,9,0,31,0.0,0,0.0
1734,2020-03-23,Tamil Nadu,1,0,9,0.0,0,0.0
2785,2020-03-23,Punjab,0,1,21,0.0,0,0.0
3335,2020-03-23,Himachal Pradesh,0,0,2,0.0,0,0.0
2828,2020-03-23,Ladakh,0,0,13,0.0,0,0.0
860,2020-03-23,Delhi,5,1,29,0.0,0,0.0
2735,2020-03-23,Bihar,0,1,2,0.0,0,0.0
167,2020-03-23,Uttarakhand,0,0,3,0.0,0,0.0
308,2020-03-23,Andhra Pradesh,0,0,7,0.0,0,0.0
3630,2020-03-23,Gujarat,0,1,29,0.0,0,0.0
666,2020-03-23,Karnataka,2,1,33,0.0,0,0.0
1450,2020-03-23,Chandigarh,0,0,6,0.0,0,0.0
2421,2020-03-23,West Bengal,0,0,7,0.0,0,0.0
3905,2020-03-23,Kerala,3,0,67,0.0,0,0.0
3675,2020-03-23,Telengana,1,0,32,0.0,0,0.0
4413,2020-03-23,Haryana,0,0,26,0.0,0,0.0
1784,2020-03-23,Madhya Pradesh,0,0,6,0.0,0,0.0
2138,2020-03-23,Rajasthan,3,0,28,0.0,0,0.0
2712,2020-03-23,Odisha,0,0,2,0.0,0,0.0
1354,2020-03-24,Odisha,0,0,2,0.0,0,0.0
4246,2020-03-24,Himachal Pradesh,0,1,3,0.0,0,0.0
510,2020-03-24,Punjab,0,1,29,0.0,0,0.0
1063,2020-03-24,Chhattisgarh,0,0,1,0.0,0,0.0
2369,2020-03-24,Bihar,0,1,3,0.0,0,0.0
345,2020-03-24,Maharashtra,0,2,89,0.0,0,0.0
1251,2020-03-24,Manipur,0,0,1,0.0,0,0.0
1468,2020-03-24,Jammu and Kashmir,0,0,4,0.0,0,0.0
2863,2020-03-24,Karnataka,3,1,37,0.0,0,0.0
2348,2020-03-24,Haryana,11,0,28,0.0,0,0.0
2340,2020-03-24,Madhya Pradesh,0,0,7,0.0,0,0.0
482,2020-03-24,West Bengal,0,1,9,0.0,0,0.0
517,2020-03-24,Uttar Pradesh,11,0,33,0.0,0,0.0
966,2020-03-24,Andhra Pradesh,0,0,8,0.0,0,0.0
492,2020-03-24,Telengana,1,0,35,0.0,0,0.0
924,2020-03-24,Ladakh,0,0,13,0.0,0,0.0
4287,2020-03-24,Delhi,6,1,30,0.0,0,0.0
473,2020-03-24,Rajasthan,3,0,32,0.0,0,0.0
1898,2020-03-24,Gujarat,0,1,33,0.0,0,0.0
652,2020-03-24,Uttarakhand,0,0,4,0.0,0,0.0
4358,2020-03-24,Chandigarh,0,0,7,0.0,0,0.0
768,2020-03-24,Tamil Nadu,1,0,15,0.0,0,0.0
3267,2020-03-24,Kerala,4,0,95,0.0,0,0.0
2960,2020-03-24,Puducherry,0,0,1,0.0,0,0.0
485,2020-03-25,Tamil Nadu,1,0,18,0.0,0,0.0
974,2020-03-25,Odisha,0,0,2,0.0,0,0.0
5,2020-03-25,Uttarakhand,0,0,4,0.0,0,0.0
568,2020-03-25,Ladakh,0,0,13,0.0,0,0.0
2407,2020-03-25,Maharashtra,1,3,128,0.0,0,0.0
4498,2020-03-25,Punjab,0,1,29,0.0,0,0.0
1342,2020-03-25,Himachal Pradesh,0,1,3,0.0,0,0.0
704,2020-03-25,Jammu and Kashmir,1,0,7,0.0,0,0.0
1281,2020-03-25,Chandigarh,0,0,7,0.0,0,0.0
4330,2020-03-25,Delhi,6,1,31,0.0,0,0.0
57,2020-03-25,Kerala,4,0,109,0.0,0,0.0
444,2020-03-25,Chhattisgarh,0,0,1,0.0,0,0.0
1492,2020-03-25,Mizoram,0,0,1,0.0,0,0.0
237,2020-03-25,Karnataka,3,1,41,0.0,0,0.0
3846,2020-03-25,Puducherry,0,0,1,0.0,0,0.0
958,2020-03-25,Andhra Pradesh,1,0,9,0.0,0,0.0
2431,2020-03-25,Telengana,1,0,35,0.0,0,0.0
1837,2020-03-25,Haryana,11,0,28,0.0,0,0.0
1669,2020-03-25,Gujarat,0,1,38,0.0,0,0.0
1882,2020-03-25,Rajasthan,3,0,36,0.0,0,0.0
3689,2020-03-25,Madhya Pradesh,0,0,14,0.0,0,0.0
1574,2020-03-25,West Bengal,0,1,9,0.0,0,0.0
3724,2020-03-25,Bihar,0,1,4,0.0,0,0.0
1714,2020-03-25,Uttar Pradesh,11,0,37,0.0,0,0.0
2927,2020-03-25,Manipur,0,0,1,0.0,0,0.0
2681,2020-03-26,Jammu and Kashmir,1,0,13,0.0,0,0.0
2207,2020-03-26,West Bengal,0,1,10,0.0,0,0.0
55,2020-03-26,Odisha,0,0,2,0.0,0,0.0
2697,2020-03-26,Ladakh,0,0,13,0.0,0,0.0
1102,2020-03-26,Punjab,0,1,33,0.0,0,0.0
4043,2020-03-26,Himachal Pradesh,0,1,3,0.0,0,0.0
3909,2020-03-26,Uttarakhand,0,0,5,0.0,0,0.0
985,2020-03-26,Telengana,1,0,44,0.0,0,0.0
1906,2020-03-26,Andaman and Nicobar Islands,0,0,1,0.0,0,0.0
1905,2020-03-26,Haryana,11,0,30,0.0,0,0.0
1365,2020-03-26,Goa,0,0,3,0.0,0,0.0
4300,2020-03-26,Madhya Pradesh,0,1,20,0.0,0,0.0
640,2020-03-26,Tamil Nadu,1,1,26,0.0,0,0.0
4375,2020-03-26,Manipur,0,0,1,0.0,0,0.0
4077,2020-03-26,Andhra Pradesh,1,0,11,0.0,0,0.0
2283,2020-03-26,Gujarat,0,3,43,0.0,0,0.0
4227,2020-03-26,Rajasthan,3,0,41,0.0,0,0.0
4410,2020-03-26,Puducherry,0,0,1,0.0,0,0.0
2118,2020-03-26,Bihar,0,1,6,0.0,0,0.0
4101,2020-03-26,Delhi,6,1,36,0.0,0,0.0
153,2020-03-26,Chhattisgarh,0,0,6,0.0,0,0.0
4275,2020-03-26,Maharashtra,1,3,124,0.0,0,0.0
2293,2020-03-26,Uttar Pradesh,11,0,41,0.0,0,0.0
4265,2020-03-26,Kerala,6,0,118,0.0,0,0.0
754,2020-03-26,Karnataka,3,2,55,0.0,0,0.0
2910,2020-03-26,Mizoram,0,0,1,0.0,0,0.0
1218,2020-03-26,Chandigarh,0,0,7,0.0,0,0.0
1708,2020-03-27,Kerala,11,0,137,0.0,0,0.0
2285,2020-03-27,West Bengal,0,1,10,0.0,0,0.0
4336,2020-03-27,Jammu and Kashmir,1,1,13,0.0,0,0.0
4150,2020-03-27,Maharashtra,15,4,130,0.0,0,0.0
939,2020-03-27,Rajasthan,3,0,41,0.0,0,0.0
1776,2020-03-27,Puducherry,0,0,1,0.0,0,0.0
1144,2020-03-27,Chandigarh,0,0,7,0.0,0,0.0
4290,2020-03-27,Goa,0,0,3,0.0,0,0.0
2965,2020-03-27,Madhya Pradesh,0,1,20,0.0,0,0.0
1384,2020-03-27,Manipur,0,0,1,0.0,0,0.0
607,2020-03-27,Ladakh,3,0,13,0.0,0,0.0
3880,2020-03-27,Telengana,1,0,45,0.0,0,0.0
2041,2020-03-27,Mizoram,0,0,1,0.0,0,0.0
478,2020-03-27,Gujarat,0,3,43,0.0,0,0.0
1359,2020-03-27,Haryana,11,0,30,0.0,0,0.0
3179,2020-03-27,Andaman and Nicobar Islands,0,0,1,0.0,0,0.0
1320,2020-03-27,Punjab,0,1,33,0.0,0,0.0
1433,2020-03-27,Uttarakhand,0,0,5,0.0,0,0.0
3930,2020-03-27,Himachal Pradesh,0,1,3,0.0,0,0.0
1465,2020-03-27,Bihar,0,1,6,0.0,0,0.0
3796,2020-03-27,Uttar Pradesh,11,0,41,0.0,0,0.0
701,2020-03-27,Tamil Nadu,1,1,29,0.0,0,0.0
1542,2020-03-27,Andhra Pradesh,1,0,12,0.0,0,0.0
3002,2020-03-27,Chhattisgarh,0,0,6,0.0,0,0.0
2312,2020-03-27,Odisha,0,0,2,0.0,0,0.0
1249,2020-03-27,Delhi,6,1,36,0.0,0,0.0
2418,2020-03-27,Karnataka,3,2,55,0.0,0,0.0
2557,2020-03-28,Gujarat,0,3,45,0.0,0,0.0
3507,2020-03-28,Jammu and Kashmir,1,1,20,0.0,0,0.0
4376,2020-03-28,Chhattisgarh,0,0,6,0.0,0,0.0
3126,2020-03-28,Haryana,12,0,33,0.0,0,0.0
2592,2020-03-28,Odisha,0,0,3,0.0,0,0.0
855,2020-03-28,Himachal Pradesh,0,1,3,0.0,0,0.0
3211,2020-03-28,Andaman and Nicobar Islands,0,0,6,0.0,0,0.0
852,2020-03-28,Kerala,11,0,176,0.0,0,0.0
1980,2020-03-28,Delhi,6,1,39,0.0,0,0.0
1962,2020-03-28,Chandigarh,0,0,8,0.0,0,0.0
