,Date,State/UnionTerritory,Cured,Deaths,Confirmed,TotalSamples,Negative,Positive
332,2020-07-09,Jharkhand,2170,22,3096,167650.0,164382,3268.0
1782,2020-07-09,Kerala,3559,27,6195,307219.0,0,6535.0
1789,2020-07-09,Ladakh,836,1,1041,15067.0,12763,1055.0
417,2020-07-09,Puducherry,480,14,1008,23515.0,21982,1200.0
1356,2020-07-09,Himachal Pradesh,833,11,1101,94720.0,93132,1140.0
1560,2020-07-09,Haryana,14106,282,18690,342404.0,317159,19369.0
1532,2020-07-09,Meghalaya,43,1,80,22544.0,0,104.0
4591,2020-07-09,Bihar,9554,107,13189,284059.0,0,13978.0
4262,2020-07-09,Manipur,793,0,1435,59740.0,0,1450.0
717,2020-07-10,Andaman and Nicobar Islands,83,0,151,18046.0,0,156.0
1668,2020-07-10,Mizoram,133,0,197,15868.0,0,226.0
3799,2020-07-10,Maharashtra,127259,9667,230599,1257564.0,1014697,242867.0
263,2020-07-10,Gujarat,27718,2008,39194,449349.0,409194,40155.0
813,2020-07-10,West Bengal,16826,854,25911,593967.0,0,27109.0
3395,2020-07-10,Telengana,18192,331,30946,0.0,0,0.0
1441,2020-07-10,Tripura,1338,1,1776,79429.0,77498,1931.0
369,2020-07-10,Bihar,9816,115,13944,291654.0,0,14330.0
2723,2020-07-10,Haryana,14510,287,19369,352343.0,326679,19934.0
3714,2020-07-10,Andhra Pradesh,12154,277,23814,1115635.0,1090213,25422.0
3456,2020-07-10,Puducherry,584,14,1151,24485.0,22819,1272.0
3761,2020-07-10,Sikkim,72,0,134,12119.0,0,130.0
4068,2020-07-10,Dadra and Nagar Haveli and Daman and Diu,189,0,411,35829.0,34827,468.0
3565,2020-07-10,Chhattisgarh,2903,15,3675,200006.0,0,3806.0
1464,2020-07-10,Kerala,3708,27,6534,320485.0,0,6951.0
328,2020-07-10,Chandigarh,403,7,523,9253.0,8672,536.0
631,2020-07-10,Uttar Pradesh,21127,862,32362,1074112.0,0,33700.0
2163,2020-07-10,Uttarakhand,2672,46,3305,89179.0,77553,3373.0
414,2020-07-10,Arunachal Pradesh,120,2,302,29834.0,28023,335.0
2868,2020-07-10,Meghalaya,66,2,113,23108.0,0,186.0
2070,2020-07-10,Goa,1273,9,2151,87865.0,0,2251.0
4344,2020-07-10,Jammu and Kashmir,5695,154,9501,437928.0,428040,9888.0
462,2020-07-10,Odisha,7407,52,11201,321443.0,0,11956.0
1105,2020-07-10,Tamil Nadu,78161,1765,126581,1529092.0,0,130261.0
3666,2020-07-10,Manipur,799,0,1450,60887.0,0,1582.0
560,2020-07-10,Himachal Pradesh,846,11,1140,96268.0,95037,1171.0
2434,2020-07-10,Ladakh,915,1,1055,15186.0,12869,1064.0
3100,2020-07-10,Madhya Pradesh,12232,634,16341,460941.0,440470,16657.0
2389,2020-07-10,Nagaland,304,0,673,23402.0,0,732.0
1808,2020-07-10,Rajasthan,17070,491,22563,1009195.0,981938,23174.0
3832,2020-07-10,Assam,8729,22,14032,525485.0,0,14600.0
565,2020-07-10,Jharkhand,2208,23,3246,172032.0,168514,3518.0
4403,2020-07-10,Punjab,4945,183,7140,378045.0,0,7357.0
249,2020-07-10,Karnataka,12833,486,31105,798437.0,745360,33418.0
1567,2020-07-10,Delhi,82226,3258,107051,747109.0,0,109140.0
1166,2020-07-11,Nagaland,304,0,732,24065.0,0,748.0
2579,2020-07-11,Assam,9147,27,14600,537831.0,0,15536.0
3755,2020-07-11,Madhya Pradesh,12481,638,16657,474461.0,453446,17201.0
604,2020-07-11,Sikkim,80,0,134,12246.0,0,156.0
252,2020-07-11,Jammu and Kashmir,5786,159,9888,445169.0,435013,10156.0
3965,2020-07-11,Haryana,14904,290,19934,363428.0,336790,20582.0
3611,2020-07-11,Tamil Nadu,82324,1829,130261,1566917.0,0,134226.0
2446,2020-07-11,Puducherry,637,17,1272,25342.0,23697,1337.0
3197,2020-07-11,Manipur,832,0,1582,61897.0,0,1593.0
3750,2020-07-11,Dadra and Nagar Haveli and Daman and Diu,211,0,459,36166.0,35279,480.0
4516,2020-07-11,Himachal Pradesh,883,11,1171,98367.0,97104,1182.0
3802,2020-07-11,Uttarakhand,2706,46,3373,92198.0,80882,3417.0
1345,2020-07-11,Arunachal Pradesh,120,2,335,30922.0,28711,341.0
1847,2020-07-11,Chhattisgarh,3028,17,3767,204932.0,0,3897.0
4142,2020-07-11,Mizoram,143,0,226,16396.0,0,226.0
1997,2020-07-11,Punjab,5017,187,7357,388494.0,0,7587.0
921,2020-07-11,Kerala,3820,27,6950,334849.0,0,7439.0
3043,2020-07-11,Chandigarh,408,7,539,9405.0,8803,549.0
2295,2020-07-11,Andhra Pradesh,13194,292,25422,1136225.0,1108990,27235.0
641,2020-07-11,Gujarat,28147,2022,40069,457066.0,416039,41027.0
3442,2020-07-11,Delhi,84694,3300,109140,768617.0,0,110921.0
3430,2020-07-11,Maharashtra,132625,9893,238461,1289325.0,1037883,251442.0
4319,2020-07-11,West Bengal,17348,880,27109,605370.0,0,28453.0
4226,2020-07-11,Meghalaya,66,2,207,23633.0,0,262.0
437,2020-07-11,Rajasthan,17620,497,23174,1032198.0,1003903,23748.0
2313,2020-07-11,Karnataka,13836,543,33418,819024.0,746375,36216.0
980,2020-07-11,Telengana,19205,339,32224,0.0,0,0.0
3688,2020-07-11,Odisha,7972,56,11956,327288.0,0,12526.0
169,2020-07-11,Tripura,1372,1,1918,81631.0,79669,1962.0
1700,2020-07-11,Uttar Pradesh,21787,889,33700,1116466.0,0,35092.0
3025,2020-07-11,Bihar,10109,119,14575,300762.0,0,15039.0
951,2020-07-11,Andaman and Nicobar Islands,92,0,156,18315.0,0,163.0
1854,2020-07-11,Ladakh,917,1,1064,15293.0,12940,1077.0
2881,2020-07-11,Goa,1347,9,2251,90817.0,0,2368.0
3067,2020-07-11,Jharkhand,2224,23,3419,176858.0,173195,3663.0
2903,2020-07-12,Goa,1428,12,2368,92191.0,0,2453.0
590,2020-07-12,Chhattisgarh,3070,17,3897,209864.0,0,4081.0
1498,2020-07-12,Rajasthan,17869,503,23748,1054080.0,1025295,24392.0
4580,2020-07-12,Gujarat,28649,2032,40941,464646.0,422749,41897.0
119,2020-07-12,Meghalaya,66,2,207,23876.0,0,295.0
2693,2020-07-12,West Bengal,17959,906,28453,617079.0,0,30013.0
1289,2020-07-12,Arunachal Pradesh,125,2,341,31520.0,29296,359.0
1343,2020-07-12,Ladakh,928,1,1077,15295.0,13011,1086.0
3293,2020-07-12,Kerala,3963,29,7438,347529.0,0,7874.0
2537,2020-07-12,Chandigarh,413,7,555,9571.0,8966,559.0
3046,2020-07-12,Tripura,1375,2,1949,83353.0,81286,2067.0
1048,2020-07-12,Haryana,15394,297,20582,372621.0,345903,21240.0
2524,2020-07-12,Delhi,87692,3334,110921,789853.0,0,112494.0
804,2020-07-12,Andhra Pradesh,14393,309,27235,1153849.0,1124681,29168.0
1828,2020-07-12,Dadra and Nagar Haveli and Daman and Diu,226,0,471,36310.0,35611,495.0
3564,2020-07-12,Tamil Nadu,85915,1898,134226,1609448.0,0,138470.0
3460,2020-07-12,Telengana,20919,348,33402,0.0,0,0.0
4370,2020-07-12,Odisha,8360,61,12526,334527.0,0,13121.0
2334,2020-07-12,Uttar Pradesh,22689,913,35092,1156089.0,0,36476.0
4243,2020-07-12,Punjab,5040,195,7587,395185.0,0,7821.0
3326,2020-07-12,Bihar,10685,131,15373,310013.0,0,16305.0
154,2020-07-12,Jammu and Kashmir,5895,169,10156,452455.0,441942,10513.0
392,2020-07-12,Puducherry,690,18,1337,26208.0,24461,1418.0
1230,2020-07-12,Assam,9150,35,15536,552376.0,0,16071.0
569,2020-07-12,Himachal Pradesh,908,11,1182,100315.0,98802,1213.0
2361,2020-07-12,Karnataka,14716,613,36216,839074.0,779609,38843.0
2251,2020-07-12,Manipur,843,0,1593,63534.0,0,1609.0
2435,2020-07-12,Jharkhand,2243,23,3613,180439.0,176679,3760.0
1587,2020-07-12,Madhya Pradesh,12679,644,17201,486176.0,465270,17632.0
3494,2020-07-12,Mizoram,150,0,227,16696.0,0,227.0
2408,2020-07-12,Nagaland,313,0,748,24985.0,0,774.0
2630,2020-07-12,Maharashtra,136985,10116,246600,1321715.0,1062678,259037.0
888,2020-07-12,Sikkim,80,0,151,12531.0,0,160.0
2645,2020-07-12,Uttarakhand,2718,46,3417,94121.0,83089,3537.0
2672,2020-07-12,Andaman and Nicobar Islands,93,0,163,18447.0,0,163.0
932,2020-07-13,Kerala,4095,31,7873,416282.0,0,8323.0
193,2020-07-13,Meghalaya,66,2,306,24436.0,0,309.0
2277,2020-07-13,Dadra and Nagar Haveli and Daman and Diu,245,0,479,36621.0,35696,520.0
1637,2020-07-13,Puducherry,739,18,1418,26592.0,24863,1468.0
4478,2020-07-13,Chandigarh,417,8,559,9722.0,9094,588.0
3029,2020-07-13,Bihar,11498,143,16642,319142.0,0,17421.0
4467,2020-07-13,Madhya Pradesh,12876,653,17632,509223.0,486956,18207.0
3566,2020-07-13,Arunachal Pradesh,138,2,359,32691.0,30725,387.0
123,2020-07-13,Haryana,15983,301,21240,381420.0,353885,21929.0
3402,2020-07-13,Ladakh,928,1,1086,15393.0,13084,1093.0
3646,2020-07-13,Rajasthan,18103,510,24392,1068283.0,1039250,24936.0
3314,2020-07-13,Tamil Nadu,89532,1966,138470,1654008.0,0,142798.0
3323,2020-07-13,Goa,1487,14,2453,93968.0,0,2583.0
38,2020-07-13,Mizoram,150,0,231,16914.0,0,233.0
4328,2020-07-13,Manipur,896,0,1609,0.0,0,0.0
1709,2020-07-13,Tripura,1421,2,2054,86211.0,84118,2093.0
3206,2020-07-13,West Bengal,18581,932,30013,627438.0,0,31448.0
1397,2020-07-13,Maharashtra,140325,10289,254427,1345128.0,1079404,265724.0
786,2020-07-13,Assam,10426,35,16071,563482.0,0,16806.0
3352,2020-07-13,Jammu and Kashmir,5979,179,10513,459703.0,448876,10827.0
4346,2020-07-13,Gujarat,29162,2045,41820,470265.0,427457,42808.0
1378,2020-07-13,Andaman and Nicobar Islands,93,0,163,18609.0,0,166.0
4342,2020-07-13,Chhattisgarh,3153,19,4059,213395.0,0,4265.0
4414,2020-07-13,Odisha,8750,64,13121,341537.0,0,13737.0
1357,2020-07-13,Delhi,89968,3371,112494,692845.0,0,113740.0
1607,2020-07-13,Uttar Pradesh,23334,934,36476,1192089.0,0,38130.0
226,2020-07-13,Himachal Pradesh,929,11,1213,101200.0,99695,1243.0
3434,2020-07-13,Jharkhand,2308,30,3756,184656.0,180693,3963.0
745,2020-07-13,Karnataka,15409,684,38843,856148.0,793561,41581.0
669,2020-07-13,Sikkim,81,0,153,12636.0,10636,162.0
3862,2020-07-13,Nagaland,327,0,774,26151.0,0,845.0
1589,2020-07-13,Uttarakhand,2786,47,3537,96123.0,84912,3608.0
2436,2020-07-13,Punjab,5392,199,7821,400944.0,0,8178.0
443,2020-07-13,Andhra Pradesh,15412,328,29168,1173096.0,1141993,31103.0
3216,2020-07-13,Telengana,22482,356,34671,0.0,0,0.0
1594,2020-07-14,Arunachal Pradesh,145,2,387,33807.0,31688,462.0
489,2020-07-14,Goa,1540,17,2583,96692.0,0,2753.0
1152,2020-07-14,Puducherry,785,18,1468,27229.0,25264,1531.0
1632,2020-07-14,Manipur,970,0,1626,0.0,0,0.0
744,2020-07-14,Andhra Pradesh,16464,365,31103,1195766.0,1162747,33019.0
738,2020-07-14,West Bengal,19213,956,31448,638540.0,0,32838.0
3343,2020-07-14,Bihar,12317,160,17959,329160.0,0,18853.0
56,2020-07-14,Himachal Pradesh,940,11,1243,103521.0,101677,1309.0
2151,2020-07-14,Chandigarh,423,8,588,9834.0,9192,600.0
636,2020-07-14,Jammu and Kashmir,6095,187,10827,466333.0,455160,11173.0
1938,2020-07-14,Haryana,16602,308,21894,388760.0,360991,22628.0
1232,2020-07-14,Sikkim,86,0,192,12939.0,0,211.0
4455,2020-07-14,Meghalaya,66,2,318,24899.0,0,318.0
2898,2020-07-14,Ladakh,946,1,1093,15603.0,13147,1128.0
1355,2020-07-14,Chhattisgarh,3202,19,4217,217433.0,0,4379.0
2848,2020-07-14,Tripura,1475,2,2080,88677.0,86494,2183.0
445,2020-07-14,Jharkhand,2351,33,3898,189851.0,185626,4225.0
1915,2020-07-14,Dadra and Nagar Haveli and Daman and Diu,268,1,495,36905.0,35963,536.0
1946,2020-07-14,Kerala,4257,33,8322,435043.0,0,8931.0
2058,2020-07-14,Uttarakhand,2856,49,3608,98878.0,86747,3686.0
2748,2020-07-14,Odisha,9255,70,13737,347226.0,0,14280.0
1547,2020-07-14,Rajasthan,18630,525,24936,1096696.0,1065910,25571.0
2705,2020-07-14,Uttar Pradesh,24203,955,38130,1231939.0,0,39724.0
873,2020-07-14,Telengana,23679,365,36221,0.0,0,0.0
479,2020-07-14,Madhya Pradesh,13208,663,18207,521700.0,498635,19005.0
1747,2020-07-14,Andaman and Nicobar Islands,109,0,166,18884.0,0,171.0
4271,2020-07-14,Punjab,5586,204,8178,409643.0,0,8511.0
2777,2020-07-14,Karnataka,16248,757,41581,879822.0,813164,44077.0
2509,2020-07-14,Maharashtra,144507,10482,260924,1376203.0,1103811,272392.0
3292,2020-07-14,Nagaland,340,0,845,26927.0,0,896.0
929,2020-07-14,Gujarat,29770,2055,42722,478367.0,434644,43723.0
104,2020-07-14,Mizoram,151,0,233,16914.0,0,233.0
233,2020-07-14,Tamil Nadu,92567,2032,142798,1695365.0,0,147324.0
4439,2020-07-14,Delhi,91312,3411,113740,713908.0,0,115346.0
3137,2020-07-14,Assam,10894,36,16806,575867.0,0,17807.0
1848,2020-07-15,Meghalaya,66,2,318,24942.0,0,346.0
266,2020-07-15,Sikkim,87,0,209,13352.0,11355,0.0
1003,2020-07-15,Telengana,24840,375,37745,0.0,0,0.0
3145,2020-07-15,Haryana,17090,312,22628,400155.0,371350,23306.0
1002,2020-07-15,Karnataka,17390,842,44077,902026.0,831246,47253.0
4587,2020-07-15,Rajasthan,19161,525,25571,1123902.0,1091930,26437.0
451,2020-07-15,Jammu and Kashmir,6223,195,11173,474149.0,462483,11666.0
594,2020-07-15,Delhi,93236,3446,115346,736436.0,0,116993.0
4237,2020-07-15,Odisha,9864,74,14280,353824.0,0,14898.0
2364,2020-07-15,Manipur,970,0,1672,65866.0,0,1700.0
3117,2020-07-15,Kerala,4438,34,8930,453716.0,0,9554.0
1422,2020-07-15,Dadra and Nagar Haveli and Daman and Diu,310,1,520,37392.0,36195,552.0
2390,2020-07-15,Tripura,1538,2,2170,92313.0,90032,2281.0
2367,2020-07-15,Ladakh,946,1,1093,0.0,0,0.0
1851,2020-07-15,Assam,11416,40,17807,589202.0,0,18666.0
3561,2020-07-15,Gujarat,30503,2069,43637,487707.0,443059,44648.0
3487,2020-07-15,Punjab,5663,213,8511,421593.0,0,8799.0
2051,2020-07-15,Uttar Pradesh,24983,983,39724,1277241.0,0,41383.0
822,2020-07-15,Uttarakhand,2867,50,3686,102529.0,89212,3785.0
3594,2020-07-15,Arunachal Pradesh,153,3,462,34619.0,32450,491.0
650,2020-07-15,Chhattisgarh,3275,20,4379,222113.0,0,4556.0
3518,2020-07-15,Andhra Pradesh,17467,408,33019,1217963.0,1182512,35451.0
2335,2020-07-15,Nagaland,346,0,896,27421.0,0,902.0
4045,2020-07-15,Madhya Pradesh,13575,673,19005,540483.0,516780,19643.0
4184,2020-07-15,Jharkhand,2427,36,4091,196070.0,191508,4562.0
2240,2020-07-15,Bihar,12849,174,19284,337212.0,0,20173.0
1214,2020-07-15,Tamil Nadu,97310,2099,147324,1736747.0,0,151820.0
2633,2020-07-15,Puducherry,829,18,1531,27916.0,25907,1596.0
1923,2020-07-15,Andaman and Nicobar Islands,109,0,166,19061.0,0,176.0
4331,2020-07-15,Mizoram,159,0,238,17168.0,0,238.0
1390,2020-07-15,Chandigarh,446,10,600,10050.0,9385,619.0
2127,2020-07-15,Goa,1607,18,2753,99234.0,0,2951.0
2265,2020-07-15,West Bengal,19931,980,32838,649928.0,0,34427.0
225,2020-07-15,Himachal Pradesh,951,11,1309,105734.0,103730,1341.0
4279,2020-07-15,Maharashtra,149007,10695,267665,1413185.0,1132434,280751.0
2825,2020-07-16,Delhi,95699,3487,116993,756661.0,0,118645.0
3012,2020-07-16,Haryana,17667,319,23306,409852.0,380138,24002.0
2042,2020-07-16,Andhra Pradesh,18378,452,35451,1240267.0,1202223,38044.0
3828,2020-07-16,Arunachal Pradesh,153,3,462,35430.0,33222,543.0
3721,2020-07-16,Goa,1674,18,2951,101554.0,0,3108.0
3806,2020-07-16,Dadra and Nagar Haveli and Daman and Diu,357,2,539,37880.0,36548,570.0
3440,2020-07-16,Uttarakhand,2948,50,3785,109784.0,95745,3982.0
3490,2020-07-16,Karnataka,18466,928,47253,925477.0,850593,51422.0
2954,2020-07-16,Kerala,4634,35,9553,472271.0,0,10276.0
969,2020-07-16,Sikkim,87,0,220,13762.0,11751,235.0
732,2020-07-16,Nagaland,348,0,902,28020.0,0,916.0
2624,2020-07-16,Jammu and Kashmir,6337,206,11666,481452.0,469296,12156.0
840,2020-07-16,Ladakh,964,1,1142,15830.0,13341,1147.0
4549,2020-07-16,Mizoram,159,0,238,17489.0,0,267.0
4186,2020-07-16,Manipur,989,0,1700,0.0,0,0.0
457,2020-07-16,Assam,12173,46,18666,601385.0,0,19754.0
3371,2020-07-16,Punjab,5867,221,8799,429832.0,0,9094.0
3249,2020-07-16,West Bengal,20680,1000,34427,663108.0,0,36117.0
1643,2020-07-16,Meghalaya,66,2,346,25263.0,24597,377.0
2649,2020-07-16,Puducherry,889,21,1596,28995.0,26781,1743.0
3257,2020-07-16,Rajasthan,19502,530,26437,1151952.0,1119188,27174.0
544,2020-07-16,Bihar,13462,180,20612,347457.0,0,21558.0
4447,2020-07-16,Odisha,10476,77,14898,361920.0,0,15392.0
3384,2020-07-16,Chhattisgarh,3324,20,4539,225913.0,0,4754.0
580,2020-07-16,Chandigarh,459,11,625,10244.0,9560,635.0
1435,2020-07-16,Tripura,1604,3,2268,95328.0,0,2379.0
2123,2020-07-16,Uttar Pradesh,25743,1012,41383,1325327.0,0,43441.0
1189,2020-07-16,Himachal Pradesh,979,11,1341,108157.0,106280,1377.0
4075,2020-07-16,Madhya Pradesh,13908,682,19643,553082.0,528644,20378.0
4586,2020-07-16,Andaman and Nicobar Islands,130,0,176,19227.0,0,180.0
1247,2020-07-16,Jharkhand,2485,38,4320,203279.0,198496,4783.0
1586,2020-07-16,Telengana,25999,386,39342,0.0,0,0.0
49,2020-07-16,Gujarat,31286,2079,44552,499170.0,453603,45567.0
3156,2020-07-16,Maharashtra,152613,10928,275640,1450129.0,1161433,288696.0
1493,2020-07-16,Tamil Nadu,102310,2167,151820,1782635.0,0,156369.0
323,2020-07-17,Haryana,18185,322,24002,424692.0,393627,24797.0
658,2020-07-17,Odisha,10877,79,15392,369738.0,0,16110.0
4355,2020-07-17,Nagaland,391,0,916,28472.0,0,956.0
676,2020-07-17,Uttarakhand,2995,50,3982,113846.0,98551,4102.0
2033,2020-07-17,Uttar Pradesh,26675,1046,43441,1379534.0,0,0.0
1743,2020-07-17,West Bengal,21415,1023,36117,676348.0,0,38011.0
4201,2020-07-17,Delhi,97693,3545,118645,777125.0,0,120107.0
2086,2020-07-17,Bihar,14018,197,21764,357730.0,0,23300.0
24,2020-07-17,Arunachal Pradesh,153,3,543,36426.0,34040,609.0
337,2020-07-17,Himachal Pradesh,984,11,1377,110585.0,108954,1417.0
2078,2020-07-17,Madhya Pradesh,14127,689,20378,567364.0,542222,21082.0
4196,2020-07-17,Tamil Nadu,107416,2236,156369,1831304.0,0,160907.0
2113,2020-07-17,Ladakh,970,1,1147,0.0,0,0.0
1472,2020-07-17,Dadra and Nagar Haveli and Daman and Diu,371,2,552,38176.0,36898,601.0
2315,2020-07-17,Jammu and Kashmir,6446,222,12156,489382.0,476625,12757.0
397,2020-07-17,Meghalaya,66,2,377,25981.0,25178,403.0
555,2020-07-17,Rajasthan,19970,538,27174,1175379.0,1142148,27789.0
1544,2020-07-17,Goa,1817,19,3108,103527.0,0,3304.0
2695,2020-07-17,Chhattisgarh,3451,21,4732,232873.0,0,4976.0
2544,2020-07-17,Andaman and Nicobar Islands,133,0,180,19421.0,0,194.0
976,2020-07-17,Gujarat,32103,2089,45481,512000.0,465484,46516.0
784,2020-07-17,Kerala,4862,37,10275,489395.0,0,11067.0
3089,2020-07-17,Maharashtra,158140,11194,284281,1487738.0,1190958,296780.0
1484,2020-07-17,Chandigarh,476,11,651,10457.0,9744,660.0
909,2020-07-17,Puducherry,947,22,1743,29851.0,27542,1832.0
4547,2020-07-17,Karnataka,19729,1032,51422,953417.0,870466,55115.0
2819,2020-07-17,Assam,12888,48,19754,614743.0,0,20646.0
4545,2020-07-17,Mizoram,160,0,272,17760.0,0,272.0
2726,2020-07-17,Jharkhand,2513,42,4624,208492.0,203396,5096.0
1295,2020-07-17,Sikkim,88,0,243,14373.0,12322,254.0
2453,2020-07-17,Manipur,1129,0,1764,68554.0,0,1800.0
453,2020-07-17,Tripura,1604,3,2283,97471.0,95092,2497.0
1116,2020-07-17,Telengana,27295,396,41018,0.0,0,0.0
3455,2020-07-17,Andhra Pradesh,19393,492,38044,1260512.0,1219866,40646.0
1106,2020-07-17,Punjab,6277,230,9094,438793.0,0,9442.0
423,2020-07-18,Meghalaya,66,2,403,26940.0,26000,418.0
1272,2020-07-18,Himachal Pradesh,1024,11,1417,113129.0,111393,1457.0
1176,2020-07-18,Bihar,14621,201,23589,368232.0,0,24967.0
642,2020-07-18,Sikkim,90,0,266,15139.0,13051,273.0
4294,2020-07-18,Haryana,18718,327,24797,436535.0,404852,25547.0
3975,2020-07-18,Telengana,28705,403,42496,0.0,0,0.0
3065,2020-07-18,Ladakh,973,1,1151,16192.0,13476,1159.0
3032,2020-07-18,Chandigarh,480,11,660,10773.0,10024,691.0
2168,2020-07-18,Rajasthan,20626,546,27789,1204676.0,1169662,28500.0
2049,2020-07-18,Puducherry,1014,25,1832,30652.0,28214,1894.0
3495,2020-07-18,Assam,14105,51,20646,632372.0,0,21864.0
2050,2020-07-18,Arunachal Pradesh,175,3,609,38042.0,35471,650.0
2928,2020-07-18,Uttar Pradesh,27634,1084,45163,1426303.0,0,47036.0
1349,2020-07-18,Dadra and Nagar Haveli and Daman and Diu,401,2,585,38313.0,37291,646.0
2301,2020-07-18,Tripura,1684,3,2366,105058.0,102390,2668.0
2869,2020-07-18,Madhya Pradesh,14514,697,21081,583655.0,557831,21763.0
1095,2020-07-18,West Bengal,22253,1049,38011,689813.0,0,40209.0
2728,2020-07-18,Jammu and Kashmir,6558,231,12757,498007.0,484809,13198.0
734,2020-07-18,Andaman and Nicobar Islands,142,0,194,19671.0,0,198.0
1332,2020-07-18,Karnataka,20757,1147,55115,982701.0,899016,59652.0
4106,2020-07-18,Manipur,1163,0,1800,70195.0,0,1891.0
2008,2020-07-18,Goa,1946,21,3304,105731.0,0,3484.0
3125,2020-07-18,Gujarat,32973,2106,46430,524297.0,476821,47476.0
3214,2020-07-18,Tamil Nadu,110807,2315,160907,1879499.0,0,165714.0
1024,2020-07-18,Nagaland,405,0,956,29092.0,0,978.0
1904,2020-07-18,Andhra Pradesh,20298,534,40646,1284384.0,1239775,44609.0
4418,2020-07-18,Jharkhand,2570,46,4921,212299.0,206914,5385.0
1899,2020-07-18,Punjab,6373,239,9442,450732.0,0,9792.0
3173,2020-07-18,Chhattisgarh,3512,23,4964,238890.0,0,5246.0
3373,2020-07-18,Uttarakhand,3021,51,4102,116694.0,101613,4276.0
3247,2020-07-18,Odisha,11330,83,16110,377893.0,0,16701.0
1004,2020-07-18,Mizoram,160,0,282,17963.0,0,282.0
2498,2020-07-18,Kerala,4995,38,11066,514140.0,0,11660.0
1115,2020-07-18,Maharashtra,160357,11452,292589,1526037.0,1220496,305541.0
2284,2020-07-18,Delhi,99301,3571,120107,798783.0,0,121582.0
1889,2020-07-19,Uttar Pradesh,28664,1108,47036,1470426.0,0,49286.0
2756,2020-07-19,Bihar,15536,208,25136,378508.0,0,26379.0
2080,2020-07-19,Gujarat,34035,2122,47390,536122.0,487681,48441.0
4244,2020-07-19,Jammu and Kashmir,7165,236,13198,507678.0,493779,13899.0
3897,2020-07-19,Goa,2038,21,3484,107266.0,0,3657.0
1797,2020-07-19,Nagaland,432,0,978,29326.0,0,988.0
3822,2020-07-19,Andaman and Nicobar Islands,145,0,198,19904.0,0,203.0
4404,2020-07-19,Rajasthan,21144,553,28500,1231760.0,1195328,29434.0
3484,2020-07-19,Manipur,1182,0,1891,71016.0,0,1911.0
1079,2020-07-19,Tamil Nadu,113856,2403,165714,1932492.0,0,170693.0
143,2020-07-19,Kerala,5199,40,11659,532505.0,0,12481.0
430,2020-07-19,Sikkim,90,0,275,15957.0,13857,283.0
4270,2020-07-19,Meghalaya,66,2,418,26940.0,26000,450.0
947,2020-07-19,Mizoram,167,0,284,18147.0,0,284.0
3174,2020-07-19,Madhya Pradesh,14864,706,21763,599640.0,572979,22600.0
1114,2020-07-19,Delhi,101274,3597,121582,818989.0,0,122793.0
3706,2020-07-19,Odisha,11937,86,16701,386102.0,0,17437.0
1839,2020-07-19,Dadra and Nagar Haveli and Daman and Diu,414,2,602,38640.0,37520,684.0
3647,2020-07-19,West Bengal,23539,1076,40209,703284.0,0,42487.0
635,2020-07-19,Ladakh,985,1,1159,16225.0,13665,1178.0
2002,2020-07-19,Puducherry,1066,28,1894,31420.0,28975,1999.0
1995,2020-07-19,Punjab,6454,246,9792,459900.0,0,10100.0
3237,2020-07-19,Haryana,19318,344,25547,447345.0,414438,26164.0
3655,2020-07-19,Himachal Pradesh,1036,11,1457,115298.0,113621,1521.0
2955,2020-07-19,Telengana,30607,409,43780,0.0,0,0.0
496,2020-07-19,Andhra Pradesh,21763,586,44609,1315532.0,1265882,49650.0
4154,2020-07-19,Karnataka,21775,1240,59652,999530.0,927945,63772.0
52,2020-07-19,Chhattisgarh,3658,24,5233,244937.0,0,5407.0
767,2020-07-19,Jharkhand,2611,46,5342,215661.0,210109,5552.0
2160,2020-07-19,Tripura,1735,5,2654,109290.0,106398,2892.0
2381,2020-07-19,Arunachal Pradesh,274,3,650,39288.0,37032,740.0
4434,2020-07-19,Assam,15165,53,22918,651179.0,0,22981.0
2561,2020-07-19,Uttarakhand,3081,52,4276,119345.0,104118,4515.0
2600,2020-07-19,Maharashtra,165663,11596,300937,1568229.0,1252842,315387.0
2502,2020-07-19,Chandigarh,485,12,700,10959.0,10180,717.0
4169,2020-07-20,Jammu and Kashmir,7811,244,13899,518029.0,503379,14650.0
2028,2020-07-20,Goa,2218,22,3657,108459.0,0,3853.0
2069,2020-07-20,Madhya Pradesh,15311,721,22600,615862.0,588491,23310.0
3324,2020-07-20,Bihar,16308,217,26569,388626.0,0,27455.0
2067,2020-07-20,Sikkim,92,0,283,16906.0,14787,305.0
1617,2020-07-20,Assam,16023,57,23999,671191.0,0,23999.0
3567,2020-07-20,Punjab,6535,254,10100,466057.0,0,10510.0
96,2020-07-20,Nagaland,445,0,988,29994.0,0,1021.0
3731,2020-07-20,Puducherry,1154,28,1999,31947.0,29495,2092.0
2385,2020-07-20,Uttarakhand,3116,52,4515,123000.0,106350,4642.0
1903,2020-07-20,Uttar Pradesh,29845,1146,49247,1513827.0,0,51160.0
3120,2020-07-20,Delhi,103134,3628,122793,830459.0,0,123747.0
3740,2020-07-20,Karnataka,23065,1331,63772,1025420.0,958311,67420.0
945,2020-07-20,Mizoram,167,0,284,18147.0,0,284.0
107,2020-07-20,Telengana,32438,415,45076,0.0,0,0.0
730,2020-07-20,Meghalaya,66,2,450,28163.0,26000,469.0
